Datetime;Open;High;Low;Close;Volume
2020-01-03 10:00:00;108675.4803745851;108745.01265672757;108296.52943690859;108734.5828144062;103860
2020-01-03 10:30:00;108734.5828144062;109113.5337520827;108722.41466503126;109108.31883092201;119260
2020-01-03 11:00:00;109108.31883092201;109148.29989315393;108708.50820860277;108753.70419199538;109531
2020-01-03 11:30:00;108751.96588494182;108814.54493887005;108602.47147833549;108715.46143681702;73162
2020-01-03 12:00:00;108711.98482270988;108891.03044922678;108711.98482270988;108762.39572726318;39430
2020-01-03 12:30:00;108758.91911315607;108932.74981851225;108757.18080610251;108875.38568574471;26102
2020-01-03 13:00:00;108875.38568574471;108892.76875628033;108678.95698869221;108718.93805092415;23893
2020-01-03 13:30:00;108724.15297208482;108826.71308824497;108706.76990154921;108783.25541190594;41880
2020-01-03 14:00:00;108791.94694717374;108837.14293056635;108748.48927083469;108804.11509654867;16635
2020-01-03 14:30:00;108802.37678949512;108870.17076458402;108793.6852542273;108819.75986003072;18235
2020-01-03 15:00:00;108819.75986003072;108859.74092226266;108795.42356128087;108821.4981670843;18622
2020-01-03 15:30:00;108826.71308824497;108870.17076458402;108790.20864012018;108819.75986003072;26810
2020-01-03 16:00:00;108823.23647413786;108840.61954467348;108612.90132065686;108632.02269824604;34774
2020-01-03 16:30:00;108628.54608413891;108743.274349674;108553.79888083575;108722.41466503126;49478
2020-01-03 17:00:00;108718.93805092415;108783.25541190594;108687.64852396003;108758.91911315607;13191
2020-01-03 17:30:00;108758.91911315607;108758.91911315607;108616.37793476398;108649.40576878167;32392
2020-01-03 18:00:00;108649.40576878167;108694.60175217428;108552.06057378219;108619.85454887111;29924
2020-01-03 18:30:00;108618.11624181755;108692.8634451207;108618.11624181755;108672.00376047796;14527
2020-01-03 19:00:00;108644.19084762098;108644.19084762098;108501.6496692289;108605.94809244262;29111
2020-01-03 19:30:00;108605.94809244262;108618.11624181755;108529.4625820859;108581.61179369275;11089
2020-01-03 20:00:00;108586.82671485344;108658.09730404947;108579.87348663919;108638.97592646029;10517
2020-01-03 20:30:00;108635.49931235316;108659.83561110303;108600.73317128193;108652.88238288878;5449
2020-01-03 21:00:00;108649.40576878167;108738.05942851333;108633.7610052996;108736.32112145975;8389
2020-01-03 21:30:00;108738.05942851333;108878.86229985184;108706.76990154921;108844.0961587806;28533
2020-01-03 22:00:00;108835.40462351279;108858.00261520909;108807.59171065579;108856.26430815553;9408
2020-01-03 22:30:00;108858.00261520909;108904.93690565527;108852.78769404841;108899.72198449458;12707
2020-01-03 23:00:00;108899.72198449458;108917.1050550302;108887.55383511964;108917.1050550302;7949
2020-01-03 23:30:00;108917.1050550302;108917.1050550302;108878.86229985184;108908.41351976238;8428
2020-01-06 10:00:00;108906.67521270883;109442.07378520591;108878.86229985184;109108.31883092201;225528
2020-01-06 10:30:00;109108.31883092201;109148.29989315393;108906.67521270883;109068.3377686901;68514
2020-01-06 11:00:00;109064.86115458296;109077.0293039579;108948.39458199432;109042.26316288665;32626
