Datetime;Open;High;Low;Close;Volume
2020-01-03 10:00:00;57.0018142810703;58.40419915087161;57.0018142810703;58.369994641852074;74643
2020-01-03 10:30:00;58.369994641852074;58.54956831420468;58.361443514597184;58.472608168910696;60110
2020-01-03 11:00:00;58.489710423420476;58.58377282322422;58.37854576910695;58.40419915087161;55078
2020-01-03 11:30:00;58.40419915087161;58.57522169596933;58.352892387342294;58.55811944145957;52734
2020-01-03 12:00:00;58.55811944145957;58.73769311381216;58.481159296165586;58.686386350282845;49210
2020-01-03 12:30:00;58.67783522302797;58.763346495576826;58.5923239504791;58.72914198655729;52132
2020-01-03 13:00:00;58.72914198655729;59.11394271302715;58.694937477537735;59.09684045851738;92824
2020-01-03 13:30:00;59.08828933126249;59.438885548712825;59.02843144047829;59.09684045851738;139778
2020-01-03 14:00:00;59.105391585772274;59.25076074910533;58.823204386361034;58.968573549694085;87326
2020-01-03 14:30:00;58.968573549694085;59.23365849459555;58.91726678616478;58.985675804203865;63207
2020-01-03 15:00:00;58.985675804203865;59.02843144047829;58.686386350282845;58.814653259106144;73415
2020-01-03 15:30:00;58.806102131851254;58.95147129518432;58.78899987734148;58.86596002263546;45606
2020-01-03 16:00:00;58.85740889538057;59.08828933126249;58.694937477537735;58.7205908593024;76442
2020-01-03 16:30:00;58.72914198655729;58.83175551361591;58.57522169596933;58.78899987734148;73086
2020-01-03 17:00:00;58.79755100459637;58.86596002263546;58.686386350282845;58.74624424106705;53175
2020-01-03 17:30:00;58.754795368321936;58.89161340440012;58.57522169596933;58.86596002263546;74400
2020-01-03 18:00:00;58.85740889538057;58.92581791341966;58.763346495576826;58.823204386361034;47969
2020-01-03 18:30:00;58.8403066408708;58.92581791341966;58.73769311381216;58.79755100459637;31256
2020-01-03 19:00:00;58.72914198655729;58.900164531655;57.88258038832356;58.13911420597014;205188
2020-01-03 19:30:00;58.13911420597014;58.33579013283252;58.027949551656626;58.21607435126412;138623
2020-01-03 20:00:00;58.22462547851901;58.352892387342294;58.1647675877348;58.241727733028775;56813
2020-01-03 20:30:00;58.250278860283665;58.51536380518514;58.241727733028775;58.352892387342294;75917
2020-01-03 21:00:00;58.352892387342294;58.481159296165586;58.318687878322756;58.39564802361673;33719
2020-01-03 21:30:00;58.39564802361673;58.985675804203865;58.352892387342294;58.7205908593024;229513
2020-01-03 22:00:00;58.72914198655729;58.92581791341966;58.5923239504791;58.66928409577308;105797
2020-01-03 22:30:00;58.66073296851819;58.71203973204751;58.60087507773399;58.66928409577308;31166
2020-01-03 23:00:00;58.66073296851819;58.78899987734148;58.64363071400842;58.72914198655729;18832
2020-01-03 23:30:00;58.72914198655729;58.74624424106705;58.66928409577308;58.71203973204751;9271
2020-01-06 10:00:00;58.74624424106705;60.07166896557439;58.74624424106705;59.83223740243758;115291
2020-01-06 10:30:00;59.82368627518269;59.96905543851575;59.78948176616315;59.883544165966896;37440
2020-01-06 11:00:00;59.892095293221786;59.95195318400599;59.78093063890826;59.892095293221786;60721
2020-01-06 11:30:00;59.892095293221786;60.088771220084155;59.82368627518269;59.90919754773156;65708
2020-01-06 12:00:00;59.917748674986434;59.926299802241324;59.62701034832032;59.635561475575194;96149
2020-01-06 12:30:00;59.61845922106543;59.78093063890826;59.601356966555656;59.60990809381054;48205
2020-01-06 13:00:00;59.60990809381054;59.644112602830084;59.473090057732364;59.49019231224213;69630
2020-01-06 13:30:00;59.49019231224213;59.51584569400679;59.3277208943993;59.473090057732364;49053
2020-01-06 14:00:00;59.473090057732364;59.61845922106543;59.473090057732364;59.592805839300766;33328
2020-01-06 14:30:00;59.592805839300766;59.644112602830084;59.44743667596771;59.62701034832032;45504
2020-01-06 15:00:00;59.62701034832032;59.66121485733986;59.31916976714442;59.38757878518351;69359
2020-01-06 15:30:00;59.38757878518351;59.4559878032226;59.199453985576014;59.421783294203046;71455
2020-01-06 16:00:00;59.41323216694817;59.44743667596771;59.29351638537976;59.38757878518351;35336
2020-01-06 16:30:00;59.39612991243839;59.56715245753611;59.3277208943993;59.53294794851657;64589
2020-01-06 17:00:00;59.54149907577145;59.601356966555656;59.13104496753693;59.28496525812487;144414
2020-01-06 17:30:00;59.28496525812487;59.35337427616396;59.07973820400761;59.28496525812487;93625
2020-01-06 18:00:00;59.28496525812487;59.36192540341885;59.182351731066234;59.28496525812487;65916
2020-01-06 18:30:00;59.28496525812487;59.35337427616396;59.13104496753693;59.23365849459555;34591
2020-01-06 19:00:00;59.13104496753693;59.139596094791806;58.694937477537735;59.01132918596853;172347
2020-01-06 19:30:00;59.0198803132234;59.07118707675272;58.89161340440012;58.94292016792944;59711
2020-01-06 20:00:00;58.94292016792944;58.99422693145874;58.754795368321936;58.78899987734148;54336
2020-01-06 20:30:00;58.78044875008659;58.8403066408708;58.63507958675353;58.754795368321936;60503
2020-01-06 21:00:00;58.754795368321936;58.92581791341966;58.73769311381216;58.91726678616478;33406
2020-01-06 21:30:00;58.92581791341966;58.93436904067455;58.823204386361034;58.91726678616478;15683
2020-01-06 22:00:00;58.92581791341966;59.12249384028204;58.89161340440012;58.93436904067455;63347
2020-01-06 22:30:00;58.94292016792944;58.95147129518432;58.85740889538057;58.88306227714523;28207
2020-01-06 23:00:00;58.88306227714523;58.88306227714523;58.65218184126331;58.703488604792625;37057
2020-01-06 23:30:00;58.71203973204751;58.7205908593024;58.352892387342294;58.43840365989116;67280
2020-01-08 10:00:00;58.45550591440093;59.190902858321124;58.45550591440093;59.02843144047829;89131
2020-01-08 10:30:00;59.0198803132234;59.08828933126249;59.00277805871364;59.02843144047829;40491
2020-01-08 11:00:00;59.0198803132234;59.148147222046696;58.968573549694085;59.105391585772274;66276
2020-01-08 11:30:00;59.105391585772274;59.11394271302715;58.57522169596933;58.60087507773399;139920
2020-01-08 12:00:00;58.609426204988885;58.763346495576826;58.54956831420468;58.686386350282845;77006
2020-01-08 12:30:00;58.67783522302797;58.814653259106144;58.58377282322422;58.771897622831716;64137
2020-01-08 13:00:00;58.763346495576826;58.78899987734148;58.56667056871444;58.686386350282845;76696
2020-01-08 13:30:00;58.686386350282845;58.93436904067455;58.63507958675353;58.89161340440012;81834
2020-01-08 14:00:00;58.89161340440012;58.94292016792944;58.814653259106144;58.94292016792944;38751
2020-01-08 14:30:00;58.92581791341966;58.968573549694085;58.54101718694978;58.58377282322422;81874
2020-01-08 15:00:00;58.5923239504791;58.63507958675353;58.489710423420476;58.54101718694978;125576
2020-01-08 15:30:00;58.54956831420468;58.56667056871444;57.754313479500276;58.11346082420548;257015
2020-01-08 16:00:00;58.11346082420548;58.13056307871526;57.44647289832438;57.91678489734311;212735
