<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYRUBF;60;20240502;090000;12.74;12.758;12.739;12.754;41977
CNYRUBF;60;20240502;100000;12.753;12.753;12.705;12.714;44285
CNYRUBF;60;20240502;110000;12.714;12.728;12.66;12.663;117185
CNYRUBF;60;20240502;120000;12.661;12.669;12.641;12.659;76481
CNYRUBF;60;20240502;130000;12.659;12.669;12.648;12.659;35763
CNYRUBF;60;20240502;140000;12.659;12.662;12.634;12.659;32449
CNYRUBF;60;20240502;150000;12.659;12.68;12.659;12.676;38480
CNYRUBF;60;20240502;160000;12.675;12.72;12.672;12.698;35401
CNYRUBF;60;20240502;170000;12.699;12.712;12.668;12.71;20359
CNYRUBF;60;20240502;180000;12.71;12.711;12.687;12.688;10783
CNYRUBF;60;20240502;190000;12.691;12.703;12.687;12.699;4458
CNYRUBF;60;20240502;200000;12.699;12.71;12.699;12.707;2662
CNYRUBF;60;20240502;210000;12.707;12.73;12.706;12.72;11029
CNYRUBF;60;20240502;220000;12.719;12.728;12.712;12.72;3663
CNYRUBF;60;20240502;230000;12.72;12.72;12.71;12.72;1209
CNYRUBF;60;20240503;090000;12.71;12.731;12.703;12.73;19939
CNYRUBF;60;20240503;100000;12.731;12.732;12.683;12.706;34355
CNYRUBF;60;20240503;110000;12.707;12.71;12.692;12.703;120622
CNYRUBF;60;20240503;120000;12.706;12.712;12.7;12.7;9878
CNYRUBF;60;20240503;130000;12.701;12.701;12.689;12.695;23194
CNYRUBF;60;20240503;140000;12.695;12.714;12.689;12.709;23617
CNYRUBF;60;20240503;150000;12.712;12.743;12.704;12.735;68302
CNYRUBF;60;20240503;160000;12.735;12.74;12.702;12.714;30463
CNYRUBF;60;20240503;170000;12.713;12.719;12.703;12.709;13557
CNYRUBF;60;20240503;180000;12.709;12.71;12.698;12.7;15766
CNYRUBF;60;20240503;190000;12.71;12.718;12.704;12.705;2951
CNYRUBF;60;20240503;200000;12.705;12.705;12.7;12.702;1103
CNYRUBF;60;20240503;210000;12.703;12.71;12.703;12.708;2221
CNYRUBF;60;20240503;220000;12.708;12.714;12.704;12.714;221
CNYRUBF;60;20240503;230000;12.714;12.717;12.71;12.717;2139
CNYRUBF;60;20240506;090000;12.712;12.714;12.669;12.672;43846
CNYRUBF;60;20240506;100000;12.672;12.688;12.658;12.674;39025
CNYRUBF;60;20240506;110000;12.671;12.672;12.654;12.665;21215
CNYRUBF;60;20240506;120000;12.665;12.675;12.652;12.67;26670
CNYRUBF;60;20240506;130000;12.67;12.675;12.635;12.637;31553
CNYRUBF;60;20240506;140000;12.637;12.638;12.618;12.632;63672
CNYRUBF;60;20240506;150000;12.632;12.685;12.626;12.682;61933
