<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYRUBF;15;20240103;090000;12.675;12.691;12.665;12.683;1245
CNYRUBF;15;20240103;091500;12.685;12.69;12.671;12.671;859
CNYRUBF;15;20240103;093000;12.67;12.676;12.67;12.675;281
CNYRUBF;15;20240103;094500;12.675;12.684;12.675;12.68;855
CNYRUBF;15;20240103;100000;12.68;12.718;12.677;12.71;2934
CNYRUBF;15;20240103;101500;12.712;12.718;12.7;12.712;1910
CNYRUBF;15;20240103;103000;12.711;12.73;12.699;12.724;6869
CNYRUBF;15;20240103;104500;12.722;12.73;12.718;12.718;1496
CNYRUBF;15;20240103;110000;12.717;12.728;12.715;12.719;1804
CNYRUBF;15;20240103;111500;12.721;12.732;12.721;12.73;370
CNYRUBF;15;20240103;113000;12.73;12.73;12.722;12.726;432
CNYRUBF;15;20240103;114500;12.727;12.727;12.722;12.725;1356
CNYRUBF;15;20240103;120000;12.726;12.74;12.725;12.729;2612
CNYRUBF;15;20240103;121500;12.729;12.734;12.725;12.728;978
CNYRUBF;15;20240103;123000;12.729;12.738;12.729;12.733;481
CNYRUBF;15;20240103;124500;12.733;12.734;12.729;12.734;486
CNYRUBF;15;20240103;130000;12.733;12.755;12.733;12.738;2118
CNYRUBF;15;20240103;131500;12.741;12.775;12.74;12.755;1776
CNYRUBF;15;20240103;133000;12.755;12.77;12.751;12.756;364
CNYRUBF;15;20240103;134500;12.759;12.762;12.739;12.747;310
CNYRUBF;15;20240103;140000;12.748;12.76;12.747;12.759;438
CNYRUBF;15;20240103;141500;12.759;12.763;12.737;12.742;1050
CNYRUBF;15;20240103;143000;12.738;12.751;12.733;12.747;862
CNYRUBF;15;20240103;144500;12.74;12.743;12.733;12.739;1394
CNYRUBF;15;20240103;150000;12.739;12.746;12.738;12.745;1204
CNYRUBF;15;20240103;151500;12.744;12.744;12.736;12.741;1273
CNYRUBF;15;20240103;153000;12.74;12.756;12.74;12.756;1064
CNYRUBF;15;20240103;154500;12.756;12.757;12.748;12.751;2486
CNYRUBF;15;20240103;160000;12.75;12.753;12.741;12.746;506
CNYRUBF;15;20240103;161500;12.746;12.747;12.736;12.742;5089
CNYRUBF;15;20240103;163000;12.74;12.742;12.721;12.723;5984
CNYRUBF;15;20240103;164500;12.726;12.727;12.707;12.726;4393
CNYRUBF;15;20240103;170000;12.73;12.737;12.722;12.724;2105
CNYRUBF;15;20240103;171500;12.724;12.728;12.713;12.714;2839
CNYRUBF;15;20240103;173000;12.715;12.723;12.715;12.722;1780
CNYRUBF;15;20240103;174500;12.724;12.728;12.723;12.727;3050
CNYRUBF;15;20240103;180000;12.726;12.739;12.721;12.728;5064
CNYRUBF;15;20240103;181500;12.73;12.732;12.729;12.729;3088
CNYRUBF;15;20240103;183000;12.729;12.732;12.726;12.728;3211
CNYRUBF;15;20240103;184500;12.732;12.741;12.73;12.741;615
CNYRUBF;15;20240103;190000;12.738;12.747;12.729;12.733;304
CNYRUBF;15;20240103;191500;12.735;12.744;12.734;12.739;682
CNYRUBF;15;20240103;193000;12.739;12.753;12.739;12.752;255
CNYRUBF;15;20240103;194500;12.752;12.779;12.751;12.751;1928
CNYRUBF;15;20240103;200000;12.751;12.763;12.751;12.76;783
CNYRUBF;15;20240103;201500;12.76;12.768;12.757;12.764;1468
CNYRUBF;15;20240103;203000;12.759;12.77;12.757;12.761;991
CNYRUBF;15;20240103;204500;12.76;12.789;12.76;12.778;3853
CNYRUBF;15;20240103;210000;12.778;12.787;12.769;12.769;1837
CNYRUBF;15;20240103;211500;12.769;12.769;12.759;12.762;345
CNYRUBF;15;20240103;213000;12.761;12.776;12.759;12.775;318
CNYRUBF;15;20240103;214500;12.775;12.775;12.766;12.77;270
CNYRUBF;15;20240103;220000;12.767;12.767;12.763;12.763;162
CNYRUBF;15;20240103;221500;12.77;12.777;12.768;12.777;277
CNYRUBF;15;20240103;223000;12.777;12.777;12.763;12.773;232
CNYRUBF;15;20240103;224500;12.766;12.775;12.766;12.769;225
CNYRUBF;15;20240103;230000;12.77;12.77;12.763;12.763;273
CNYRUBF;15;20240103;231500;12.763;12.768;12.763;12.768;166
CNYRUBF;15;20240103;233000;12.768;12.779;12.768;12.77;460
CNYRUBF;15;20240103;234500;12.769;12.778;12.768;12.778;66
