<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYRUBF;60;20260105;080000;11.242;11.242;11.242;11.242;821
CNYRUBF;60;20260105;090000;11.243;11.29;11.242;11.278;66691
CNYRUBF;60;20260105;100000;11.278;11.425;11.265;11.424;453370
CNYRUBF;60;20260105;110000;11.425;11.427;11.384;11.406;136521
CNYRUBF;60;20260105;120000;11.406;11.44;11.374;11.382;220349
CNYRUBF;60;20260105;130000;11.382;11.409;11.372;11.399;64201
CNYRUBF;60;20260105;140000;11.4;11.41;11.38;11.384;46006
CNYRUBF;60;20260105;150000;11.387;11.41;11.38;11.402;50375
CNYRUBF;60;20260105;160000;11.402;11.407;11.395;11.403;28315
CNYRUBF;60;20260105;170000;11.401;11.404;11.392;11.396;33508
CNYRUBF;60;20260105;180000;11.398;11.405;11.387;11.403;40632
CNYRUBF;60;20260105;190000;11.403;11.436;11.403;11.414;37411
CNYRUBF;60;20260105;200000;11.416;11.417;11.406;11.413;10263
CNYRUBF;60;20260105;210000;11.41;11.43;11.41;11.425;15761
CNYRUBF;60;20260105;220000;11.424;11.44;11.421;11.428;28823
CNYRUBF;60;20260105;230000;11.426;11.438;11.425;11.434;5959
CNYRUBF;60;20260106;080000;11.44;11.44;11.44;11.44;510
CNYRUBF;60;20260106;090000;11.435;11.464;11.41;11.45;76510
CNYRUBF;60;20260106;100000;11.449;11.464;11.352;11.388;254967
CNYRUBF;60;20260106;110000;11.387;11.401;11.373;11.377;63178
CNYRUBF;60;20260106;120000;11.377;11.398;11.361;11.381;60618
CNYRUBF;60;20260106;130000;11.382;11.427;11.38;11.414;104268
CNYRUBF;60;20260106;140000;11.415;11.416;11.386;11.395;44660
CNYRUBF;60;20260106;150000;11.396;11.398;11.367;11.384;70148
CNYRUBF;60;20260106;160000;11.384;11.385;11.36;11.362;27095
CNYRUBF;60;20260106;170000;11.362;11.372;11.318;11.318;114547
CNYRUBF;60;20260106;180000;11.319;11.334;11.312;11.317;92027
CNYRUBF;60;20260106;190000;11.317;11.326;11.312;11.323;11787
CNYRUBF;60;20260106;200000;11.324;11.331;11.322;11.327;7365
CNYRUBF;60;20260106;210000;11.329;11.33;11.326;11.329;1565
CNYRUBF;60;20260106;220000;11.326;11.33;11.324;11.33;8491
CNYRUBF;60;20260106;230000;11.328;11.331;11.317;11.317;10659
CNYRUBF;60;20260108;080000;11.327;11.327;11.327;11.327;206
CNYRUBF;60;20260108;090000;11.327;11.37;11.324;11.335;110836
CNYRUBF;60;20260108;100000;11.335;11.405;11.296;11.381;286919
CNYRUBF;60;20260108;110000;11.385;11.415;11.381;11.397;100859
CNYRUBF;60;20260108;120000;11.398;11.407;11.369;11.406;110334
CNYRUBF;60;20260108;130000;11.406;11.411;11.366;11.376;141335
CNYRUBF;60;20260108;140000;11.376;11.38;11.346;11.377;81343
CNYRUBF;60;20260108;150000;11.376;11.389;11.347;11.365;65395
CNYRUBF;60;20260108;160000;11.364;11.369;11.311;11.313;142791
CNYRUBF;60;20260108;170000;11.312;11.325;11.301;11.318;65635
CNYRUBF;60;20260108;180000;11.317;11.318;11.302;11.315;26459
CNYRUBF;60;20260108;190000;11.315;11.337;11.314;11.333;20331
CNYRUBF;60;20260108;200000;11.332;11.335;11.325;11.326;23257
CNYRUBF;60;20260108;210000;11.326;11.328;11.323;11.327;2415
CNYRUBF;60;20260108;220000;11.327;11.331;11.322;11.323;5039
CNYRUBF;60;20260108;230000;11.324;11.331;11.323;11.324;5557
CNYRUBF;60;20260109;080000;11.327;11.327;11.327;11.327;55
CNYRUBF;60;20260109;090000;11.327;11.345;11.313;11.32;30498
CNYRUBF;60;20260109;100000;11.319;11.331;11.255;11.297;350021
CNYRUBF;60;20260109;110000;11.297;11.297;11.243;11.247;163069
CNYRUBF;60;20260109;120000;11.247;11.247;11.219;11.246;123931
CNYRUBF;60;20260109;130000;11.245;11.255;11.235;11.249;76425
CNYRUBF;60;20260109;140000;11.244;11.253;11.235;11.241;24079
CNYRUBF;60;20260109;150000;11.241;11.248;11.219;11.238;60123
CNYRUBF;60;20260109;160000;11.238;11.238;11.217;11.231;31884
CNYRUBF;60;20260109;170000;11.231;11.232;11.22;11.228;13038
CNYRUBF;60;20260109;180000;11.228;11.228;11.217;11.223;46483
CNYRUBF;60;20260109;190000;11.226;11.236;11.217;11.228;28073
CNYRUBF;60;20260109;200000;11.227;11.246;11.22;11.237;26089
CNYRUBF;60;20260109;210000;11.237;11.246;11.233;11.239;11427
CNYRUBF;60;20260109;220000;11.239;11.24;11.218;11.231;20963
CNYRUBF;60;20260109;230000;11.23;11.235;11.218;11.225;40544
CNYRUBF;60;20260112;080000;11.235;11.235;11.235;11.235;121
