<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYRUBF;1;20230901;090000;13.22;13.25;13.22;13.24;368
CNYRUBF;1;20230901;090100;13.23;13.23;13.23;13.23;30
CNYRUBF;1;20230901;090200;13.23;13.24;13.23;13.24;137
CNYRUBF;1;20230901;090400;13.23;13.24;13.23;13.23;255
CNYRUBF;1;20230901;090500;13.22;13.23;13.22;13.23;37
CNYRUBF;1;20230901;090600;13.23;13.23;13.23;13.23;51
CNYRUBF;1;20230901;090700;13.23;13.23;13.23;13.23;25
CNYRUBF;1;20230901;090800;13.23;13.23;13.23;13.23;130
CNYRUBF;1;20230901;090900;13.23;13.23;13.22;13.22;21
CNYRUBF;1;20230901;091000;13.22;13.22;13.22;13.22;1
CNYRUBF;1;20230901;091600;13.24;13.24;13.24;13.24;60
CNYRUBF;1;20230901;091700;13.24;13.24;13.24;13.24;1077
CNYRUBF;1;20230901;091800;13.24;13.24;13.24;13.24;583
CNYRUBF;1;20230901;091900;13.25;13.25;13.24;13.24;1166
CNYRUBF;1;20230901;092000;13.25;13.25;13.25;13.25;2
CNYRUBF;1;20230901;092100;13.24;13.25;13.24;13.24;17
CNYRUBF;1;20230901;092200;13.24;13.24;13.24;13.24;1
CNYRUBF;1;20230901;092300;13.24;13.25;13.24;13.24;614
CNYRUBF;1;20230901;092400;13.24;13.25;13.24;13.24;158
CNYRUBF;1;20230901;092500;13.24;13.24;13.24;13.24;62
CNYRUBF;1;20230901;092600;13.24;13.24;13.23;13.23;57
CNYRUBF;1;20230901;092700;13.24;13.24;13.24;13.24;5
CNYRUBF;1;20230901;092900;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;093000;13.24;13.24;13.24;13.24;33
CNYRUBF;1;20230901;093100;13.24;13.24;13.24;13.24;1093
CNYRUBF;1;20230901;093200;13.24;13.24;13.24;13.24;1
CNYRUBF;1;20230901;093300;13.24;13.24;13.24;13.24;2
CNYRUBF;1;20230901;093400;13.24;13.24;13.24;13.24;497
CNYRUBF;1;20230901;093600;13.24;13.24;13.23;13.23;35
CNYRUBF;1;20230901;093700;13.23;13.23;13.23;13.23;40
CNYRUBF;1;20230901;094000;13.24;13.24;13.24;13.24;1
CNYRUBF;1;20230901;094300;13.23;13.23;13.23;13.23;2
CNYRUBF;1;20230901;094600;13.24;13.25;13.24;13.25;126
CNYRUBF;1;20230901;094900;13.24;13.24;13.24;13.24;107
CNYRUBF;1;20230901;095000;13.24;13.24;13.24;13.24;6
CNYRUBF;1;20230901;095100;13.23;13.24;13.22;13.22;46
CNYRUBF;1;20230901;095200;13.23;13.23;13.23;13.23;15
CNYRUBF;1;20230901;095500;13.23;13.23;13.23;13.23;10
CNYRUBF;1;20230901;095600;13.23;13.24;13.23;13.23;16
CNYRUBF;1;20230901;095700;13.24;13.24;13.24;13.24;5
CNYRUBF;1;20230901;100000;13.24;13.24;13.24;13.24;13
CNYRUBF;1;20230901;100200;13.25;13.25;13.25;13.25;10
CNYRUBF;1;20230901;100300;13.25;13.25;13.25;13.25;153
CNYRUBF;1;20230901;100400;13.26;13.26;13.25;13.25;196
CNYRUBF;1;20230901;100500;13.25;13.25;13.25;13.25;551
CNYRUBF;1;20230901;100600;13.25;13.25;13.25;13.25;414
CNYRUBF;1;20230901;100700;13.24;13.25;13.24;13.25;50
CNYRUBF;1;20230901;100800;13.24;13.24;13.24;13.24;703
CNYRUBF;1;20230901;100900;13.24;13.24;13.24;13.24;5
CNYRUBF;1;20230901;101000;13.24;13.24;13.24;13.24;10
CNYRUBF;1;20230901;101200;13.24;13.24;13.23;13.23;167
CNYRUBF;1;20230901;101300;13.24;13.24;13.24;13.24;50
CNYRUBF;1;20230901;101500;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;101700;13.24;13.24;13.24;13.24;8
CNYRUBF;1;20230901;101800;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;102000;13.24;13.24;13.24;13.24;35
CNYRUBF;1;20230901;102100;13.24;13.24;13.23;13.24;26
CNYRUBF;1;20230901;102200;13.24;13.24;13.23;13.23;43
CNYRUBF;1;20230901;102300;13.24;13.24;13.23;13.23;13
CNYRUBF;1;20230901;102700;13.23;13.23;13.23;13.23;13
CNYRUBF;1;20230901;102900;13.23;13.23;13.22;13.22;134
CNYRUBF;1;20230901;103000;13.22;13.22;13.22;13.22;10
CNYRUBF;1;20230901;103200;13.23;13.23;13.22;13.22;2
CNYRUBF;1;20230901;103300;13.23;13.23;13.22;13.22;63
CNYRUBF;1;20230901;103400;13.23;13.24;13.22;13.24;95
CNYRUBF;1;20230901;103500;13.24;13.24;13.23;13.23;24
CNYRUBF;1;20230901;103700;13.23;13.23;13.22;13.22;186
CNYRUBF;1;20230901;103800;13.21;13.22;13.21;13.21;117
CNYRUBF;1;20230901;103900;13.22;13.22;13.22;13.22;105
CNYRUBF;1;20230901;104100;13.22;13.23;13.22;13.23;40
CNYRUBF;1;20230901;104200;13.23;13.23;13.23;13.23;13
CNYRUBF;1;20230901;104300;13.23;13.23;13.22;13.22;5
CNYRUBF;1;20230901;104500;13.22;13.22;13.22;13.22;10
CNYRUBF;1;20230901;104800;13.23;13.23;13.22;13.23;13
CNYRUBF;1;20230901;104900;13.23;13.23;13.22;13.23;82
CNYRUBF;1;20230901;105000;13.23;13.24;13.22;13.22;6
CNYRUBF;1;20230901;105300;13.22;13.22;13.21;13.21;65
CNYRUBF;1;20230901;105400;13.22;13.22;13.22;13.22;28
CNYRUBF;1;20230901;105500;13.23;13.23;13.22;13.22;38
CNYRUBF;1;20230901;105900;13.23;13.23;13.22;13.22;27
CNYRUBF;1;20230901;110000;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;110100;13.23;13.23;13.23;13.23;40
CNYRUBF;1;20230901;110200;13.23;13.23;13.22;13.22;7
CNYRUBF;1;20230901;110600;13.24;13.24;13.24;13.24;223
CNYRUBF;1;20230901;110700;13.23;13.23;13.23;13.23;38
CNYRUBF;1;20230901;110800;13.22;13.22;13.22;13.22;5
CNYRUBF;1;20230901;111000;13.24;13.24;13.23;13.23;16
CNYRUBF;1;20230901;111100;13.24;13.24;13.24;13.24;23
CNYRUBF;1;20230901;111200;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;111300;13.24;13.24;13.24;13.24;10
CNYRUBF;1;20230901;111400;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;111500;13.23;13.23;13.23;13.23;4
CNYRUBF;1;20230901;111800;13.24;13.24;13.24;13.24;18
CNYRUBF;1;20230901;112000;13.23;13.23;13.23;13.23;1
CNYRUBF;1;20230901;112400;13.24;13.24;13.23;13.23;2
CNYRUBF;1;20230901;112900;13.23;13.23;13.23;13.23;3
CNYRUBF;1;20230901;113200;13.23;13.23;13.23;13.23;10
CNYRUBF;1;20230901;113300;13.23;13.24;13.22;13.22;339
CNYRUBF;1;20230901;113400;13.22;13.23;13.22;13.22;65
CNYRUBF;1;20230901;113700;13.24;13.24;13.24;13.24;100
CNYRUBF;1;20230901;113800;13.23;13.23;13.23;13.23;4
CNYRUBF;1;20230901;113900;13.24;13.24;13.23;13.23;234
CNYRUBF;1;20230901;114000;13.24;13.24;13.23;13.23;16
CNYRUBF;1;20230901;114400;13.23;13.23;13.22;13.22;45
CNYRUBF;1;20230901;114500;13.23;13.24;13.23;13.23;52
CNYRUBF;1;20230901;114800;13.23;13.23;13.22;13.22;66
CNYRUBF;1;20230901;115100;13.24;13.24;13.23;13.23;100
