Datetime;Open;High;Low;Close;Volume
2023-07-11 10:00:00;5500.0;5500.0;5479.0;5483.9;357
2023-07-11 10:30:00;5483.6;5506.0;5483.5;5504.2;162
2023-07-11 11:00:00;5506.4;5511.5;5500.0;5511.5;22
2023-07-11 11:30:00;5511.5;5520.5;5497.1;5516.4;307
2023-07-11 12:00:00;5515.5;5515.5;5500.0;5500.0;336
2023-07-11 12:30:00;5500.4;5503.4;5491.6;5503.4;133
2023-07-11 13:00:00;5497.9;5500.9;5497.9;5499.2;554
2023-07-11 13:30:00;5499.9;5499.9;5495.5;5497.5;163
2023-07-11 14:00:00;5495.8;5516.4;5495.8;5497.9;43
2023-07-11 14:30:00;5497.9;5500.5;5497.9;5498.1;95
2023-07-11 15:00:00;5498.1;5498.3;5487.0;5487.0;596
2023-07-11 15:30:00;5488.0;5491.3;5487.0;5491.3;261
2023-07-11 16:00:00;5491.3;5491.3;5491.2;5491.3;42
2023-07-11 16:30:00;5489.7;5489.7;5481.6;5489.7;53
2023-07-11 17:00:00;5491.3;5491.4;5491.3;5491.4;59
2023-07-11 17:30:00;5491.3;5491.3;5480.0;5487.1;110
2023-07-11 18:00:00;5487.0;5500.7;5479.1;5500.7;92
2023-07-11 18:30:00;5497.7;5500.6;5477.7;5500.0;157
2023-07-11 19:00:00;5555.5;5555.5;5500.0;5505.0;34
2023-07-11 19:30:00;5510.0;5515.0;5504.1;5504.1;58
2023-07-11 20:00:00;5504.3;5514.1;5504.3;5514.1;22
2023-07-11 20:30:00;5514.1;5542.7;5514.1;5542.7;58
2023-07-11 21:00:00;5525.1;5527.9;5515.1;5515.1;36
2023-07-11 21:30:00;5525.3;5535.0;5524.9;5525.3;54
2023-07-11 22:00:00;5525.3;5525.4;5525.3;5525.4;2
2023-07-11 22:30:00;5525.4;5525.4;5516.1;5516.2;23
2023-07-11 23:00:00;5516.5;5516.5;5515.4;5515.4;5
2023-07-11 23:30:00;5528.8;5543.4;5517.1;5529.7;113
2023-07-12 09:00:00;5531.2;5547.6;5524.9;5525.8;28
2023-07-12 09:30:00;5529.8;5549.4;5519.1;5520.8;159
2023-07-12 10:00:00;5520.8;5521.8;5497.4;5497.4;3009
2023-07-12 10:30:00;5498.1;5508.4;5497.5;5502.8;207
2023-07-12 11:00:00;5501.2;5509.3;5492.6;5509.3;570
2023-07-12 11:30:00;5499.6;5511.5;5495.5;5504.9;140
2023-07-12 12:00:00;5504.9;5505.0;5497.1;5505.0;316
2023-07-12 12:30:00;5503.0;5503.0;5496.9;5502.2;138
2023-07-12 13:00:00;5503.3;5507.0;5496.5;5507.0;515
2023-07-12 13:30:00;5503.0;5508.0;5503.0;5506.7;17
2023-07-12 14:00:00;5504.4;5509.4;5504.4;5507.1;50
2023-07-12 14:30:00;5509.4;5525.0;5509.4;5519.8;717
2023-07-12 15:00:00;5526.0;5536.0;5522.9;5534.0;65
2023-07-12 15:30:00;5534.1;5541.9;5524.2;5539.7;1916
2023-07-12 16:00:00;5539.8;5544.0;5522.2;5544.0;146
2023-07-12 16:30:00;5544.0;5557.4;5538.7;5554.9;292
2023-07-12 17:00:00;5554.9;5572.0;5540.7;5572.0;224
2023-07-12 17:30:00;5572.0;5572.3;5553.2;5555.4;87
2023-07-12 18:00:00;5560.4;5565.0;5555.5;5555.5;12
2023-07-12 18:30:00;5562.3;5562.4;5556.9;5559.4;38
2023-07-12 19:00:00;5555.5;5562.4;5555.5;5562.4;40
2023-07-12 19:30:00;5569.9;5604.0;5569.9;5604.0;97
2023-07-12 20:00:00;5604.7;5604.9;5587.0;5601.0;167
2023-07-12 20:30:00;5595.9;5604.9;5581.0;5604.9;128
2023-07-12 21:00:00;5600.2;5603.5;5594.0;5594.0;8
2023-07-12 21:30:00;5587.6;5600.0;5587.0;5600.0;23
2023-07-12 22:00:00;5599.0;5600.0;5592.9;5599.8;17
2023-07-12 22:30:00;5599.9;5604.2;5598.0;5604.1;45
2023-07-12 23:00:00;5599.9;5599.9;5576.0;5598.8;36
2023-07-12 23:30:00;5577.1;5600.5;5577.0;5600.5;63
2023-07-13 08:30:00;5600.0;5600.0;5600.0;5600.0;17
2023-07-13 09:00:00;5597.6;5598.7;5586.2;5586.2;78
2023-07-13 09:30:00;5588.1;5600.0;5575.0;5575.0;233
2023-07-13 10:00:00;5574.0;5574.0;5554.4;5554.4;423
2023-07-13 10:30:00;5553.8;5554.4;5551.1;5551.1;1143
2023-07-13 11:00:00;5553.1;5553.2;5517.2;5534.5;584
2023-07-13 11:30:00;5539.5;5542.1;5506.0;5506.0;4181
2023-07-13 12:00:00;5510.1;5528.0;5509.3;5520.1;126
2023-07-13 12:30:00;5528.0;5535.6;5525.0;5535.6;438
2023-07-13 13:00:00;5530.0;5534.2;5525.0;5525.0;88
2023-07-13 13:30:00;5526.0;5526.0;5508.2;5520.2;388
2023-07-13 14:00:00;5513.0;5516.6;5506.5;5515.7;255
2023-07-13 14:30:00;5515.5;5519.6;5507.0;5515.9;135
2023-07-13 15:00:00;5509.1;5519.9;5506.0;5511.0;277
