<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CNYRUBF;60;20250103;100000;13.789;13.838;13.716;13.81;101666
CNYRUBF;60;20250103;110000;13.811;13.857;13.805;13.821;112683
CNYRUBF;60;20250103;120000;13.824;13.847;13.78;13.826;66262
CNYRUBF;60;20250103;130000;13.828;13.842;13.822;13.836;24317
CNYRUBF;60;20250103;140000;13.836;13.841;13.818;13.831;21845
CNYRUBF;60;20250103;150000;13.827;13.833;13.803;13.83;14399
CNYRUBF;60;20250103;160000;13.829;13.834;13.802;13.826;13311
CNYRUBF;60;20250103;170000;13.82;13.826;13.813;13.818;4450
CNYRUBF;60;20250103;180000;13.817;13.817;13.788;13.79;17948
CNYRUBF;60;20250103;190000;13.802;13.825;13.796;13.82;5894
CNYRUBF;60;20250103;200000;13.816;13.837;13.814;13.822;3092
CNYRUBF;60;20250103;210000;13.824;13.831;13.817;13.82;4744
CNYRUBF;60;20250103;220000;13.819;13.82;13.801;13.82;4892
CNYRUBF;60;20250103;230000;13.816;13.818;13.799;13.809;3702
CNYRUBF;60;20250106;100000;13.808;13.836;13.597;13.648;312001
CNYRUBF;60;20250106;110000;13.648;13.696;13.628;13.683;75771
CNYRUBF;60;20250106;120000;13.683;13.735;13.661;13.717;58801
CNYRUBF;60;20250106;130000;13.716;13.716;13.619;13.642;102827
CNYRUBF;60;20250106;140000;13.64;13.683;13.621;13.68;48279
CNYRUBF;60;20250106;150000;13.679;13.688;13.66;13.676;37603
CNYRUBF;60;20250106;160000;13.677;13.684;13.662;13.678;16599
CNYRUBF;60;20250106;170000;13.678;13.679;13.638;13.647;19183
CNYRUBF;60;20250106;180000;13.643;13.682;13.639;13.673;12893
CNYRUBF;60;20250106;190000;13.675;13.683;13.666;13.676;4764
CNYRUBF;60;20250106;200000;13.672;13.678;13.667;13.671;1036
CNYRUBF;60;20250106;210000;13.671;13.678;13.667;13.675;3032
CNYRUBF;60;20250106;220000;13.674;13.687;13.673;13.68;7666
CNYRUBF;60;20250106;230000;13.681;13.685;13.678;13.678;2847
CNYRUBF;60;20250108;100000;13.684;13.709;13.63;13.675;76427
CNYRUBF;60;20250108;110000;13.675;13.678;13.567;13.597;94613
CNYRUBF;60;20250108;120000;13.597;13.619;13.57;13.597;34528
CNYRUBF;60;20250108;130000;13.6;13.608;13.545;13.592;59025
CNYRUBF;60;20250108;140000;13.588;13.594;13.573;13.588;14782
CNYRUBF;60;20250108;150000;13.589;13.599;13.562;13.582;26933
CNYRUBF;60;20250108;160000;13.582;13.597;13.57;13.575;21766
CNYRUBF;60;20250108;170000;13.573;13.585;13.568;13.571;19119
CNYRUBF;60;20250108;180000;13.573;13.581;13.566;13.566;22849
CNYRUBF;60;20250108;190000;13.565;13.596;13.556;13.591;18495
CNYRUBF;60;20250108;200000;13.59;13.641;13.587;13.612;18045
CNYRUBF;60;20250108;210000;13.612;13.617;13.596;13.596;7424
CNYRUBF;60;20250108;220000;13.596;13.613;13.595;13.61;2680
CNYRUBF;60;20250108;230000;13.61;13.616;13.603;13.614;2494
CNYRUBF;60;20250109;100000;13.616;13.719;13.601;13.671;294526
CNYRUBF;60;20250109;110000;13.672;13.728;13.65;13.726;145920
CNYRUBF;60;20250109;120000;13.726;13.799;13.661;13.681;264211
CNYRUBF;60;20250109;130000;13.681;13.712;13.665;13.697;152386
CNYRUBF;60;20250109;140000;13.694;13.712;13.67;13.711;136586
CNYRUBF;60;20250109;150000;13.71;13.729;13.622;13.639;166653
CNYRUBF;60;20250109;160000;13.64;13.661;13.634;13.651;48644
CNYRUBF;60;20250109;170000;13.649;13.65;13.619;13.62;86772
CNYRUBF;60;20250109;180000;13.62;13.649;13.616;13.625;69620
CNYRUBF;60;20250109;190000;13.629;13.673;13.629;13.647;24503
CNYRUBF;60;20250109;200000;13.646;13.67;13.643;13.657;7320
CNYRUBF;60;20250109;210000;13.657;13.67;13.656;13.661;12585
CNYRUBF;60;20250109;220000;13.661;13.666;13.66;13.66;6789
CNYRUBF;60;20250109;230000;13.66;13.664;13.642;13.644;8361
CNYRUBF;60;20250110;100000;13.645;13.75;13.616;13.725;322852
CNYRUBF;60;20250110;110000;13.724;13.726;13.677;13.682;120426
CNYRUBF;60;20250110;120000;13.682;13.719;13.667;13.686;138766
CNYRUBF;60;20250110;130000;13.686;13.703;13.68;13.685;55818
CNYRUBF;60;20250110;140000;13.685;13.689;13.661;13.668;60033
CNYRUBF;60;20250110;150000;13.668;13.693;13.66;13.682;68081
CNYRUBF;60;20250110;160000;13.685;13.739;13.671;13.73;106159
CNYRUBF;60;20250110;170000;13.728;13.733;13.699;13.709;91035
CNYRUBF;60;20250110;180000;13.71;13.721;13.705;13.715;36627
CNYRUBF;60;20250110;190000;13.72;13.762;13.72;13.745;22676
CNYRUBF;60;20250110;200000;13.748;13.755;13.733;13.737;6463
CNYRUBF;60;20250110;210000;13.737;13.76;13.735;13.75;2805
CNYRUBF;60;20250110;220000;13.749;13.755;13.738;13.744;1653
CNYRUBF;60;20250110;230000;13.744;13.753;13.744;13.751;4248
CNYRUBF;60;20250113;100000;13.761;13.866;13.745;13.862;359171
CNYRUBF;60;20250113;110000;13.862;13.877;13.846;13.855;234315
CNYRUBF;60;20250113;120000;13.856;13.859;13.82;13.837;138196
CNYRUBF;60;20250113;130000;13.837;13.857;13.82;13.829;122623
CNYRUBF;60;20250113;140000;13.829;13.865;13.826;13.846;80364
CNYRUBF;60;20250113;150000;13.847;13.847;13.813;13.817;88684
CNYRUBF;60;20250113;160000;13.819;13.853;13.816;13.85;71162
CNYRUBF;60;20250113;170000;13.85;13.85;13.815;13.815;64842
CNYRUBF;60;20250113;180000;13.819;13.832;13.817;13.831;26569
CNYRUBF;60;20250113;190000;13.835;13.859;13.835;13.84;12429
CNYRUBF;60;20250113;200000;13.845;13.849;13.839;13.844;1729
CNYRUBF;60;20250113;210000;13.845;13.89;13.843;13.883;13712
CNYRUBF;60;20250113;220000;13.889;13.895;13.875;13.882;8506
CNYRUBF;60;20250113;230000;13.883;13.885;13.834;13.877;7268
CNYRUBF;60;20250114;100000;13.877;13.986;13.861;13.971;201574
CNYRUBF;60;20250114;110000;13.971;13.982;13.952;13.96;81955
CNYRUBF;60;20250114;120000;13.959;13.97;13.947;13.951;53682
CNYRUBF;60;20250114;130000;13.95;13.967;13.941;13.956;48576
CNYRUBF;60;20250114;140000;13.957;13.972;13.955;13.961;41303
CNYRUBF;60;20250114;150000;13.961;13.97;13.917;13.923;73901
CNYRUBF;60;20250114;160000;13.923;13.943;13.913;13.923;65656
CNYRUBF;60;20250114;170000;13.923;13.935;13.918;13.927;23149
CNYRUBF;60;20250114;180000;13.931;13.949;13.919;13.937;28115
CNYRUBF;60;20250114;190000;13.94;13.957;13.932;13.949;13080
CNYRUBF;60;20250114;200000;13.95;13.953;13.946;13.947;4935
CNYRUBF;60;20250114;210000;13.95;13.951;13.944;13.944;9432
CNYRUBF;60;20250114;220000;13.944;13.97;13.942;13.966;2874
CNYRUBF;60;20250114;230000;13.964;13.964;13.954;13.955;1872
CNYRUBF;60;20250115;100000;13.963;14.016;13.916;13.962;173915
CNYRUBF;60;20250115;110000;13.962;13.97;13.892;13.913;138434
CNYRUBF;60;20250115;120000;13.912;13.944;13.9;13.942;96242
CNYRUBF;60;20250115;130000;13.942;13.969;13.935;13.943;73268
CNYRUBF;60;20250115;140000;13.944;13.951;13.934;13.947;33777
CNYRUBF;60;20250115;150000;13.947;13.957;13.942;13.952;35167
CNYRUBF;60;20250115;160000;13.952;13.954;13.925;13.945;46995
CNYRUBF;60;20250115;170000;13.946;13.948;13.926;13.939;41023
CNYRUBF;60;20250115;180000;13.938;13.947;13.93;13.938;32838
CNYRUBF;60;20250115;190000;13.938;13.958;13.906;13.912;16825
CNYRUBF;60;20250115;200000;13.91;13.923;13.903;13.919;5486
CNYRUBF;60;20250115;210000;13.919;13.923;13.909;13.914;2950
CNYRUBF;60;20250115;220000;13.915;13.922;13.905;13.914;3732
CNYRUBF;60;20250115;230000;13.914;13.918;13.903;13.903;4531
CNYRUBF;60;20250116;100000;13.907;13.952;13.868;13.949;349445
CNYRUBF;60;20250116;110000;13.948;13.962;13.921;13.936;125888
CNYRUBF;60;20250116;120000;13.936;13.966;13.922;13.933;53735
CNYRUBF;60;20250116;130000;13.932;13.933;13.897;13.924;76569
CNYRUBF;60;20250116;140000;13.925;13.945;13.913;13.942;68717
CNYRUBF;60;20250116;150000;13.941;13.955;13.928;13.951;72560
CNYRUBF;60;20250116;160000;13.952;13.958;13.914;13.921;85247
CNYRUBF;60;20250116;170000;13.924;13.943;13.921;13.929;52111
CNYRUBF;60;20250116;180000;13.93;13.946;13.927;13.933;37022
CNYRUBF;60;20250116;190000;13.939;13.948;13.925;13.931;7372
CNYRUBF;60;20250116;200000;13.932;13.939;13.928;13.933;1718
CNYRUBF;60;20250116;210000;13.931;13.936;13.918;13.924;8270
CNYRUBF;60;20250116;220000;13.924;13.937;13.92;13.927;1576
CNYRUBF;60;20250116;230000;13.927;13.955;13.927;13.946;5934
CNYRUBF;60;20250117;100000;13.944;13.969;13.925;13.965;87839
CNYRUBF;60;20250117;110000;13.964;13.976;13.949;13.955;91726
CNYRUBF;60;20250117;120000;13.954;13.96;13.922;13.937;103830
CNYRUBF;60;20250117;130000;13.937;13.956;13.923;13.946;31726
CNYRUBF;60;20250117;140000;13.946;13.968;13.939;13.96;24373
CNYRUBF;60;20250117;150000;13.957;13.964;13.943;13.956;29148
CNYRUBF;60;20250117;160000;13.957;13.959;13.943;13.944;17862
CNYRUBF;60;20250117;170000;13.944;13.947;13.884;13.885;124244
CNYRUBF;60;20250117;180000;13.886;13.894;13.869;13.874;237653
CNYRUBF;60;20250117;190000;13.885;13.904;13.83;13.861;39601
CNYRUBF;60;20250117;200000;13.861;13.876;13.86;13.871;6100
CNYRUBF;60;20250117;210000;13.871;13.885;13.861;13.864;7508
CNYRUBF;60;20250117;220000;13.864;13.864;13.854;13.861;5894
CNYRUBF;60;20250117;230000;13.863;13.872;13.861;13.866;7178
CNYRUBF;60;20250120;100000;13.877;13.899;13.824;13.855;253550
CNYRUBF;60;20250120;110000;13.855;13.871;13.803;13.818;83753
CNYRUBF;60;20250120;120000;13.816;13.868;13.815;13.852;107156
CNYRUBF;60;20250120;130000;13.852;13.867;13.843;13.867;20639
CNYRUBF;60;20250120;140000;13.866;13.866;13.838;13.847;28713
CNYRUBF;60;20250120;150000;13.845;13.852;13.809;13.825;73794
CNYRUBF;60;20250120;160000;13.824;13.853;13.78;13.852;174153
CNYRUBF;60;20250120;170000;13.851;13.865;13.814;13.844;198662
CNYRUBF;60;20250120;180000;13.843;13.865;13.841;13.852;47682
CNYRUBF;60;20250120;190000;13.853;13.857;13.845;13.849;16795
CNYRUBF;60;20250120;200000;13.848;13.85;13.842;13.843;2839
CNYRUBF;60;20250120;210000;13.844;13.848;13.83;13.846;4446
CNYRUBF;60;20250120;220000;13.846;13.849;13.839;13.849;1948
CNYRUBF;60;20250120;230000;13.848;13.85;13.84;13.84;3715
CNYRUBF;60;20250121;100000;13.84;13.854;13.791;13.808;143110
CNYRUBF;60;20250121;110000;13.808;13.825;13.699;13.722;361808
CNYRUBF;60;20250121;120000;13.723;13.74;13.641;13.649;176738
CNYRUBF;60;20250121;130000;13.648;13.69;13.628;13.648;132344
CNYRUBF;60;20250121;140000;13.648;13.693;13.648;13.678;74822
CNYRUBF;60;20250121;150000;13.681;13.693;13.637;13.64;61417
CNYRUBF;60;20250121;160000;13.637;13.667;13.593;13.652;114964
CNYRUBF;60;20250121;170000;13.654;13.657;13.614;13.628;53976
CNYRUBF;60;20250121;180000;13.628;13.635;13.591;13.598;79747
CNYRUBF;60;20250121;190000;13.602;13.62;13.591;13.6;14641
CNYRUBF;60;20250121;200000;13.601;13.617;13.6;13.613;5389
CNYRUBF;60;20250121;210000;13.613;13.631;13.611;13.616;9650
CNYRUBF;60;20250121;220000;13.617;13.62;13.586;13.609;9065
CNYRUBF;60;20250121;230000;13.609;13.615;13.598;13.609;4587
CNYRUBF;60;20250122;100000;13.593;13.598;13.554;13.567;412781
CNYRUBF;60;20250122;110000;13.566;13.583;13.55;13.57;191514
CNYRUBF;60;20250122;120000;13.57;13.573;13.561;13.566;38847
CNYRUBF;60;20250122;130000;13.566;13.581;13.558;13.568;85728
CNYRUBF;60;20250122;140000;13.568;13.595;13.565;13.565;102492
CNYRUBF;60;20250122;150000;13.565;13.571;13.527;13.564;202941
CNYRUBF;60;20250122;160000;13.565;13.568;13.55;13.56;19029
CNYRUBF;60;20250122;170000;13.561;13.585;13.553;13.584;61034
CNYRUBF;60;20250122;180000;13.584;13.585;13.553;13.557;45546
CNYRUBF;60;20250122;190000;13.553;13.64;13.538;13.609;52110
CNYRUBF;60;20250122;200000;13.609;13.617;13.588;13.592;14771
CNYRUBF;60;20250122;210000;13.593;13.638;13.591;13.629;15305
CNYRUBF;60;20250122;220000;13.629;13.64;13.611;13.63;9962
CNYRUBF;60;20250122;230000;13.629;13.629;13.616;13.616;2258
CNYRUBF;60;20250123;100000;13.616;13.649;13.589;13.634;185117
CNYRUBF;60;20250123;110000;13.635;13.637;13.622;13.626;68174
CNYRUBF;60;20250123;120000;13.627;13.63;13.617;13.62;49933
CNYRUBF;60;20250123;130000;13.62;13.628;13.614;13.625;34086
CNYRUBF;60;20250123;140000;13.622;13.627;13.583;13.586;93970
CNYRUBF;60;20250123;150000;13.584;13.605;13.572;13.592;71755
CNYRUBF;60;20250123;160000;13.592;13.613;13.585;13.598;39655
CNYRUBF;60;20250123;170000;13.597;13.606;13.582;13.6;54582
CNYRUBF;60;20250123;180000;13.601;13.604;13.57;13.572;92914
CNYRUBF;60;20250123;190000;13.576;13.675;13.576;13.672;67051
CNYRUBF;60;20250123;200000;13.67;13.674;13.661;13.663;14935
CNYRUBF;60;20250123;210000;13.665;13.686;13.663;13.673;8574
CNYRUBF;60;20250123;220000;13.673;13.687;13.668;13.677;15421
CNYRUBF;60;20250123;230000;13.677;13.68;13.663;13.663;3927
CNYRUBF;60;20250124;100000;13.672;13.699;13.597;13.599;233618
CNYRUBF;60;20250124;110000;13.598;13.6;13.531;13.555;175706
CNYRUBF;60;20250124;120000;13.553;13.562;13.475;13.484;224490
CNYRUBF;60;20250124;130000;13.482;13.525;13.471;13.518;317111
CNYRUBF;60;20250124;140000;13.521;13.528;13.508;13.517;53431
CNYRUBF;60;20250124;150000;13.517;13.529;13.494;13.52;86378
CNYRUBF;60;20250124;160000;13.52;13.529;13.494;13.515;91849
CNYRUBF;60;20250124;170000;13.515;13.584;13.514;13.558;201533
CNYRUBF;60;20250124;180000;13.557;13.559;13.5;13.5;137806
CNYRUBF;60;20250124;190000;13.503;13.553;13.503;13.542;34442
CNYRUBF;60;20250124;200000;13.541;13.546;13.539;13.541;4690
CNYRUBF;60;20250124;210000;13.542;13.544;13.531;13.535;11908
